,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G,G/GP,A/GP,YearBorn,age,BMI,Adjusted +/-,PIM/GP,iFF/GP,iSF/GP,ixG/GP,iSCF/GP,Pass/GP,iHF/GP,iHA/GP,iMiss/GP,iGVA/GP,iTKA/GP,iBLK/GP,iPEND/GP,iPENT/GP,SCF/GP,SCA/GP,GF/GP,GA/GP,Player Value,Difference in valuation
179,625000,93-01-04,Wallaceburg,ON,CAN,CAN,69,191,2012.0,5.0,131.0,R,Griffith,Seth,C/RW,FLA/TOR,24,0,5,4,1,5,6,-0.4,8,421,18337,305.5,12.73,12.73,24.8,35.7,7.7,0.973,1049.0,2.75,0.79,77.8,10,1.96,50.0,50,40.0,21.0,21,21,3.2,13.0,4.0,1.0,5.0,28.5,28.5,93.1,30,30.0,22.0,8.0,19,6,5,5,6.0,5.0,5.0,2.1,2,6,2.0,6.0,25.0,2.8,0,0,1,0,1,6,0,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,2,3,0,14,4,4,4.0,2.0,0,-1.6,4,0,0,0,0,325.0,236.0,257.0,192.0,183.0,148.0,16.7,11.3,62.0,41.0,14.0,4.0,18.0,6.0,8.0,8.0,26,14,134.0,152.0,120.0,99.0,40.0,38.0,28.0,15.0,-0.3,0.6,0.3,924.86,43,8.8,110.2,7.7,0.32,0.0,0.20833333333333334,1993,29,5866768.911599999,6.4,0.3333333333333333,1.6666666666666667,0.875,0.13333333333333333,0.5416666666666666,3.8791666666666664,1.25,0.9166666666666666,0.7916666666666666,0.25,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.16666666666666666,2.5833333333333335,1.7083333333333333,0.5833333333333334,0.16666666666666666,677440.7713160539,52440.77131605393
181,625000,88-09-24,Ann Arbor,MI,USA,USA,71,192,2007.0,4.0,93.0,R,Kampfer,Steven,D,FLA/NYR,11,1,1,1,0,2,-2,-2.4,6,215,8750,145.3,13.25,13.24,25.9,50.0,5.2,0.927,979.0,1.65,2.48,40.0,-2,-0.83,23.0,23,15.0,10.0,10,10,0.3,0.0,0.0,0.0,0.0,61.4,56.0,32.1,24,24.0,21.0,3.0,5,3,2,10,3.0,2.0,10.0,8.3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,4,2,0,0,4,3,4,3.0,4.0,1,1.7,3,0,0,0,0,132.0,121.0,104.0,104.0,77.0,82.0,5.1,6.4,15.0,24.0,4.0,6.0,4.0,5.0,5.0,3.0,9,8,83.0,66.0,80.0,66.0,17.0,19.0,11.0,16.0,0.1,0.1,0.2,415.27,40,8.7,104.4,3.0,0.27,0.09090909090909091,0.09090909090909091,1988,34,6244322.995200001,0.3999999999999999,0.5454545454545454,1.3636363636363635,0.9090909090909091,0.02727272727272727,0.0,2.9181818181818184,2.1818181818181817,1.9090909090909092,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.9090909090909091,0.36363636363636365,0.2727272727272727,1.3636363636363635,2.1818181818181817,0.36363636363636365,0.5454545454545454,690511.2134113817,65511.2134113817
183,2500000,91-10-15,Warroad,MN,USA,USA,75,206,2010.0,1.0,30.0,L,Nelson,Brock,C/LW,NYI,81,20,25,14,11,45,-6,-7.7,36,1730,76050,1267.8,15.65,15.65,26.8,71.4,10.2,0.906,1008.0,2.98,2.84,51.2,3,0.14,305.0,305,215.0,173.0,173,173,17.1,65.0,10.0,22.0,32.0,26.6,24.2,239.7,50,50.0,80.0,-30.0,42,43,43,48,43.0,43.0,48.0,3.9,346,445,346.0,445.0,43.7,70.5,136,164,124,154,86,127,92,133,136,171,217,263,1,5,4,0,0,0,1,2,0,4,0,0,13,0,2,6,34,8,3,8,23,9,6,116,17,26,18.0,20.0,9,3.8,17,0,0,0,0,1156.0,1216.0,841.0,876.0,615.0,635.0,57.7,55.5,201.0,189.0,63.0,60.0,44.0,31.0,59.0,54.0,103,85,510.0,612.0,444.0,463.0,210.0,139.0,74.0,75.0,3.8,0.9,4.7,3458.78,134,5.5,112.3,36.2,0.45,0.24691358024691357,0.30864197530864196,1991,31,7475791.5,1.7000000000000002,0.4444444444444444,2.654320987654321,2.1358024691358026,0.21111111111111114,0.8024691358024691,2.9592592592592593,0.6172839506172839,0.9876543209876543,0.5185185185185185,0.5308641975308642,0.5308641975308642,0.5925925925925926,0.24691358024691357,0.2222222222222222,2.4814814814814814,2.3333333333333335,0.7777777777777778,0.7407407407407407,2651698.7260250803,151698.7260250803
187,1100000,92-01-30,Ottawa,ON,CAN,CAN,70,184,2010.0,2.0,45.0,L,Spooner,Ryan,C/LW,BOS,78,12,28,14,14,39,-8,1.0,14,1440,65964,1096.5,14.07,14.07,25.2,60.0,9.3,0.903,996.0,3.56,2.3,60.7,23,1.26,222.0,224,180.0,145.0,145,146,12.9,47.0,6.0,9.0,15.0,32.3,28.5,236.4,24,24.0,71.0,-47.0,36,50,36,17,50.0,36.0,17.0,2.1,79,124,79.0,122.0,38.9,19.4,8,11,41,61,30,51,23,31,28,44,45,67,1,3,3,1,0,0,0,1,2,3,1,0,5,0,1,3,32,15,2,13,37,4,1,74,7,5,7.0,4.0,-2,-0.4,7,0,0,0,0,1277.0,804.0,960.0,583.0,700.0,433.0,60.7,34.3,199.0,109.0,65.0,42.0,42.0,24.0,47.0,40.0,89,64,495.0,542.0,369.0,454.0,178.0,110.0,77.0,65.0,2.6,1.1,3.7,3246.34,55,8.6,113.9,44.0,0.56,0.15384615384615385,0.358974358974359,1992,30,5816762.5600000005,-9.0,0.1794871794871795,2.3076923076923075,1.858974358974359,0.16538461538461538,0.6025641025641025,3.0307692307692307,0.3076923076923077,0.9102564102564102,0.46153846153846156,0.6410256410256411,0.46153846153846156,0.21794871794871795,0.05128205128205128,0.08974358974358974,2.551282051282051,1.3974358974358974,0.8333333333333334,0.5384615384615384,1451874.8328759756,351874.83287597564
188,925000,96-08-17,New Westminster,BC,CAN,CAN,73,229,2014.0,1.0,6.0,R,Virtanen,Jake,RW,VAN,10,0,1,0,1,1,1,-0.8,2,157,6087,101.4,10.15,10.14,20.0,100.0,3.1,1.0,1031.0,0.59,0.0,100.0,1,0.59,25.0,25,17.0,13.0,13,13,0.7,1.0,0.0,0.0,0.0,32.5,32.5,0.0,17,17.0,9.0,8.0,4,0,4,4,0.0,4.0,4.0,4.4,3,0,3.0,0.0,100.0,2.6,0,0,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,12,1,1,1.0,0.0,0,-1.0,1,0,0,0,0,74.0,90.0,50.0,67.0,32.0,44.0,2.6,4.6,7.0,15.0,1.0,0.0,1.0,4.0,0.0,4.0,1,8,50.0,66.0,50.0,53.0,8.0,8.0,5.0,4.0,-0.2,0.2,0.0,404.88,23,21.0,97.1,0.9,0.09,0.0,0.1,1996,26,7873151.995600001,1.8,0.2,1.7,1.3,0.06999999999999999,0.1,0.0,1.7,0.9,0.4,0.0,0.4,0.4,0.0,0.1,0.7,1.5,0.1,0.0,887535.5744099964,-37464.42559000361
189,650000,92-05-01,De Pere,WI,USA,USA,71,188,2011.0,6.0,171.0,L,McCormick,Max,RW/LW/C,OTT,7,0,0,0,0,0,-3,-1.1,0,72,2839,47.3,6.77,6.76,13.6,0.0,0.0,0.906,906.0,0.0,3.8,0.0,-3,-3.8,14.0,14,9.0,7.0,7,7,0.5,2.0,2.0,0.0,2.0,30.0,28.3,0.0,13,13.0,4.0,9.0,2,0,2,1,0.0,2.0,1.0,1.6,15,9,15.0,9.0,62.5,47.1,4,2,6,2,5,5,7,4,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,3,0,1,0.0,0.0,1,0.0,0,0,0,0,0,50.0,63.0,27.0,44.0,20.0,32.0,1.2,2.5,3.0,8.0,0.0,3.0,5.0,4.0,2.0,4.0,7,8,23.0,28.0,40.0,22.0,4.0,4.0,7.0,3.0,-0.1,-0.1,-0.2,299.88,14,0.0,143.2,-0.5,-0.07,0.0,0.0,1992,30,6114232.9328000005,-1.9,0.0,1.2857142857142858,1.0,0.07142857142857142,0.2857142857142857,0.0,1.8571428571428572,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.42857142857142855,1.1428571428571428,0.0,0.42857142857142855,697008.1787679757,47008.17876797565
190,3850000,91-05-24,Winnipeg,MB,CAN,CAN,72,190,2009.0,3.0,85.0,L,Eakin,Cody,C,DAL,60,3,9,7,2,12,-7,1.2,49,1470,60535,1007.7,16.82,16.81,29.0,42.9,5.7,0.896,953.0,1.67,3.16,34.6,-25,-1.49,168.0,168,130.0,82.0,82,82,10.2,34.0,9.0,2.0,11.0,24.8,23.1,186.2,65,65.0,56.0,9.0,48,33,24,39,33.0,24.0,39.0,3.8,524,477,524.0,477.0,52.3,87.9,202,174,168,170,154,133,142,135,212,187,298,280,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,6,40,13,3,3,15,6,2,40,16,13,15.0,12.0,-3,-1.4,12,3,0,0,1,941.0,1016.0,695.0,750.0,493.0,510.0,45.2,51.5,144.0,172.0,28.0,53.0,36.0,45.0,37.0,55.0,73,100,595.0,544.0,291.0,294.0,189.0,121.0,52.0,53.0,-1.2,0.7,-0.5,2467.35,156,7.4,116.5,14.7,0.24,0.05,0.15,1991,31,6354567.936000001,-8.2,0.8166666666666667,2.1666666666666665,1.3666666666666667,0.16999999999999998,0.5666666666666667,3.103333333333333,1.0833333333333333,0.9333333333333333,0.8,0.55,0.4,0.65,0.2,0.25,2.4,2.8666666666666667,0.4666666666666667,0.8833333333333333,2810741.3297350546,-1039258.6702649454
191,9000000,84-07-28,Minneapolis,MN,USA,USA,71,196,2003.0,1.0,17.0,L,Parise,Zach,LW,MIN,69,19,23,17,6,42,-3,10.3,30,1541,72156,1197.9,17.43,17.41,29.3,64.6,9.1,0.91,1001.0,3.26,2.7,54.6,11,0.55,300.0,300,250.0,194.0,194,194,25.9,104.0,27.0,20.0,47.0,23.3,21.5,289.8,46,46.0,67.0,-21.0,56,17,33,69,17.0,33.0,69.0,6.0,8,5,8.0,5.0,61.5,1.1,0,0,3,1,5,4,0,1,5,3,5,3,0,6,4,1,0,0,1,1,2,3,3,0,9,0,6,6,44,20,6,10,29,15,2,112,15,17,15.0,16.0,2,1.8,15,0,0,0,0,1275.0,1157.0,953.0,851.0,718.0,603.0,69.5,47.4,244.0,144.0,65.0,54.0,70.0,38.0,68.0,38.0,138,76,583.0,600.0,246.0,341.0,116.0,118.0,51.0,59.0,3.4,0.9,4.3,2897.33,145,5.3,121.8,46.1,0.67,0.2753623188405797,0.3333333333333333,1984,38,6374413.057600001,-13.3,0.43478260869565216,3.6231884057971016,2.8115942028985508,0.3753623188405797,1.5072463768115942,4.2,0.6666666666666666,0.9710144927536232,0.8115942028985508,0.2463768115942029,0.4782608695652174,1.0,0.2318840579710145,0.21739130434782608,3.536231884057971,2.0869565217391304,0.9420289855072463,0.782608695652174,6338324.658033596,-2661675.3419664036
192,925000,97-02-25,Burnsville,MN,USA,USA,73,191,2015.0,1.0,23.0,R,Boeser,Brock,RW,VAN,9,4,1,1,0,5,0,0.8,0,188,8755,145.9,16.22,16.22,29.1,62.5,9.3,0.905,998.0,3.29,2.47,57.1,2,0.82,38.0,38,28.0,25.0,25,25,2.4,8.0,3.0,1.0,4.0,30.4,30.1,19.2,5,5.0,3.0,2.0,3,4,1,0,4.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,3,1,1,3,3,0,1,16,0,0,0.0,0.0,0,0.2,0,0,0,0,0,144.0,106.0,110.0,84.0,86.0,63.0,6.9,5.8,23.0,21.0,8.0,6.0,5.0,3.0,4.0,14.0,9,17,69.0,87.0,40.0,39.0,23.0,18.0,5.0,3.0,0.6,0.2,0.8,355.66,5,0.0,102.8,6.1,0.68,0.4444444444444444,0.1111111111111111,1997,25,6566690.092400001,-0.8,0.0,3.111111111111111,2.7777777777777777,0.26666666666666666,0.8888888888888888,2.1333333333333333,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,2.5555555555555554,2.3333333333333335,0.8888888888888888,0.6666666666666666,873775.3356370964,-51224.66436290357
193,700000,90-12-04,Vaughan,ON,CAN,CAN,70,193,2009.0,5.0,147.0,L,Varone,Phil,C,OTT,7,0,0,0,0,0,-3,-0.7,2,82,3351,55.9,7.95,7.97,16.9,0.0,0.0,0.917,917.0,0.0,3.22,0.0,-3,-3.22,5.0,5,4.0,1.0,1,1,0.3,1.0,0.0,0.0,0.0,9.0,23.0,0.0,3,3.0,2.0,1.0,3,4,3,1,4.0,3.0,1.0,1.8,15,12,15.0,12.0,55.6,56.3,5,1,4,6,6,5,5,4,8,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1.0,1.0,0,0.1,1,0,0,0,0,41.0,57.0,30.0,44.0,21.0,36.0,2.1,2.8,9.0,9.0,0.0,3.0,1.0,5.0,2.0,0.0,3,5,27.0,21.0,19.0,24.0,10.0,8.0,8.0,5.0,-0.2,-0.1,-0.2,274.84,6,6.0,105.2,-1.2,-0.18,0.0,0.0,1990,32,6101278.120000001,-2.3,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.04285714285714286,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2857142857142858,1.2857142857142858,0.0,0.42857142857142855,738149.6118736466,38149.611873646616
198,8000000,84-05-01,Minneapolis,MN,USA,USA,75,221,2003.0,2.0,62.0,R,Backes,David,RW/C,BOS,74,17,21,12,9,38,2,10.0,69,1571,76007,1264.1,17.05,17.08,29.9,58.5,8.4,0.897,981.0,3.09,2.52,55.1,12,0.57,286.0,285,241.0,175.0,175,175,17.7,65.0,10.0,14.0,24.0,33.9,30.5,270.3,226,225.0,99.0,126.0,66,35,28,47,35.0,28.0,47.0,4.8,60,63,60.0,63.0,48.8,9.4,20,22,12,19,28,22,15,16,19,30,38,31,0,4,2,2,0,0,0,2,2,5,2,0,6,0,1,5,60,14,3,10,36,16,0,96,26,19,24.0,17.0,-7,-0.1,22,3,0,1,0,1431.0,972.0,1083.0,717.0,776.0,517.0,63.7,40.7,199.0,126.0,65.0,53.0,38.0,21.0,46.0,44.0,84,65,730.0,575.0,473.0,504.0,204.0,153.0,83.0,70.0,2.7,1.7,4.5,2968.55,345,11.5,114.1,52.2,0.71,0.22972972972972974,0.28378378378378377,1984,38,8020145.25,-8.0,0.9324324324324325,3.2567567567567566,2.364864864864865,0.2391891891891892,0.8783783783783784,3.652702702702703,3.054054054054054,1.337837837837838,0.8918918918918919,0.47297297297297297,0.3783783783783784,0.6351351351351351,0.22972972972972974,0.32432432432432434,2.689189189189189,1.7027027027027026,0.8783783783783784,0.7162162162162162,5759386.440731405,-2240613.5592685947
200,3650000,89-10-06,Edmonton,AB,CAN,CAN,69,175,2008.0,1.0,26.0,L,Ennis,Tyler,LW/C/RW,BUF,51,5,8,5,3,13,-10,-3.3,12,809,39278,653.5,12.83,12.83,23.7,56.5,6.2,0.931,993.0,2.11,2.02,51.1,1,0.09,145.0,145,112.0,89.0,89,89,7.7,27.0,6.0,9.0,15.0,29.9,26.8,134.3,45,45.0,45.0,0.0,23,17,19,23,17.0,19.0,23.0,4.0,3,13,3.0,13.0,18.8,2.6,1,1,1,5,1,7,0,4,1,1,3,10,0,3,1,0,0,0,0,0,0,0,1,0,4,0,3,1,19,6,1,10,8,1,3,60,6,2,6.0,2.0,-4,-2.1,6,0,0,0,0,634.0,570.0,478.0,436.0,372.0,318.0,30.1,26.6,102.0,88.0,23.0,22.0,25.0,25.0,30.0,19.0,55,44,286.0,319.0,234.0,211.0,89.0,60.0,29.0,33.0,0.2,0.4,0.6,2106.88,80,10.7,110.5,13.7,0.27,0.09803921568627451,0.1568627450980392,1989,33,5375311.83,-6.7,0.23529411764705882,2.196078431372549,1.7450980392156863,0.15098039215686274,0.5294117647058824,2.6333333333333337,0.8823529411764706,0.8823529411764706,0.45098039215686275,0.3333333333333333,0.37254901960784315,0.45098039215686275,0.0392156862745098,0.11764705882352941,2.0,1.7254901960784315,0.45098039215686275,0.43137254901960786,2295236.504573057,-1354763.495426943
201,3750000,92-12-07,Phoenix,AZ,USA,CAN,75,211,2011.0,1.0,8.0,L,Couturier,Sean,C,PHI,66,14,20,10,10,34,12,9.8,33,1635,73045,1216.4,18.45,18.44,31.1,60.7,8.5,0.9,985.0,2.76,2.71,50.5,1,0.05,194.0,194,161.0,119.0,120,120,14.6,59.0,16.0,13.0,29.0,26.5,23.0,194.3,41,41.0,114.0,-73.0,42,33,46,35,33.0,46.0,35.0,3.4,587,479,587.0,479.0,55.1,96.7,216,178,201,182,170,119,139,118,187,141,378,320,0,3,2,1,0,0,3,1,0,4,1,0,5,1,2,1,38,15,3,6,27,7,0,62,15,9,14.0,10.0,-6,-1.6,14,1,0,0,0,1195.0,1017.0,892.0,736.0,659.0,551.0,59.2,49.6,210.0,166.0,56.0,55.0,60.0,38.0,47.0,64.0,107,102,606.0,496.0,440.0,536.0,175.0,112.0,74.0,74.0,1.9,2.0,3.9,2697.04,110,6.2,109.1,42.7,0.65,0.21212121212121213,0.30303030303030304,1992,30,7657242.75,2.1999999999999993,0.5,2.4393939393939394,1.803030303030303,0.2212121212121212,0.8939393939393939,2.9439393939393943,0.6212121212121212,1.7272727272727273,0.6363636363636364,0.5,0.696969696969697,0.5303030303030303,0.15151515151515152,0.21212121212121213,3.1818181818181817,2.515151515151515,0.8484848484848485,0.8333333333333334,3398923.3627722873,-351076.63722771266
203,950000,90-02-23,Edmonton,AB,CAN,CAN,74,205,2009.0,3.0,83.0,L,Connauton,Kevin,D,ARI,24,0,1,1,0,1,-1,-3.9,24,443,18910,315.2,13.13,13.13,24.4,10.0,7.5,0.924,999.0,1.9,2.67,41.7,-4,-0.76,51.0,51,35.0,21.0,21,21,0.7,0.0,1.0,2.0,3.0,51.9,47.7,25.5,48,48.0,24.0,24.0,14,5,4,22,5.0,4.0,22.0,6.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,5,1,1,0,14,8,2,7.0,2.0,-6,-3.5,7,0,0,1,0,263.0,354.0,196.0,264.0,134.0,185.0,10.8,16.8,35.0,62.0,10.0,14.0,10.0,13.0,10.0,15.0,20,28,133.0,152.0,152.0,126.0,33.0,30.0,21.0,20.0,-0.3,0.6,0.4,978.23,94,7.4,117.5,0.0,0.0,0.0,0.041666666666666664,1990,32,7242437.1280000005,2.9,1.0,1.4583333333333333,0.875,0.029166666666666664,0.0,1.0625,2.0,1.0,0.5833333333333334,0.20833333333333334,0.16666666666666666,0.9166666666666666,0.08333333333333333,0.2916666666666667,1.4583333333333333,2.5833333333333335,0.4166666666666667,0.5833333333333334,868718.7391798847,-81281.26082011533
205,2750000,82-04-03,Edmonton,AB,CAN,CAN,74,214,2000.0,6.0,194.0,R,Engelland,Deryk,D,CGY,81,4,12,6,6,16,2,-11.7,85,1943,89083,1480.0,18.33,18.31,32.9,35.6,8.0,0.917,997.0,1.82,2.84,39.1,-25,-1.01,218.0,218,141.0,107.0,107,107,3.9,4.0,2.0,9.0,11.0,51.5,47.2,145.4,135,135.0,120.0,15.0,34,49,19,134,49.0,19.0,134.0,8.6,1,0,1.0,0.0,100.0,0.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,3,5,26,5,0,27,12,1,0,62,25,13,24.0,14.0,-12,-2.1,15,9,0,0,1,1039.0,1567.0,768.0,1171.0,563.0,840.0,42.4,79.1,128.0,261.0,45.0,70.0,30.0,61.0,62.0,64.0,92,125,676.0,758.0,549.0,459.0,226.0,189.0,91.0,81.0,0.3,3.6,3.9,3021.19,363,10.3,105.7,16.2,0.2,0.04938271604938271,0.14814814814814814,1982,40,7560397.782400001,13.7,1.0493827160493827,1.7407407407407407,1.3209876543209877,0.04814814814814815,0.04938271604938271,1.7950617283950618,1.6666666666666667,1.4814814814814814,0.41975308641975306,0.6049382716049383,0.2345679012345679,1.654320987654321,0.1728395061728395,0.2962962962962963,1.5802469135802468,3.2222222222222223,0.5555555555555556,0.8641975308641975,2744070.4254102022,-5929.574589797761
206,5000000,81-03-05,Minneapolis,MN,USA,USA,73,200,2000.0,2.0,62.0,L,Martin,Paul,D,S.J,81,4,22,5,17,26,10,1.2,20,2021,93441,1552.3,19.23,19.21,34.0,42.6,8.1,0.918,999.0,2.36,2.59,47.7,-6,-0.23,127.0,127,76.0,57.0,57,57,2.1,1.0,1.0,7.0,8.0,52.9,46.6,100.5,41,41.0,87.0,-46.0,19,57,36,124,57.0,36.0,124.0,7.6,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,1,1,17,2,2,23,4,0,0,26,10,2,10.0,2.0,-8,-2.0,10,0,0,0,0,1522.0,1621.0,1102.0,1178.0,753.0,816.0,67.9,83.5,228.0,289.0,61.0,67.0,54.0,67.0,76.0,99.0,130,166,711.0,752.0,454.0,530.0,388.0,236.0,74.0,96.0,1.3,4.5,5.8,3011.49,185,7.7,121.5,31.4,0.38,0.04938271604938271,0.2716049382716049,1981,41,6876115.280000001,8.8,0.24691358024691357,0.9382716049382716,0.7037037037037037,0.02592592592592593,0.012345679012345678,1.2407407407407407,0.5061728395061729,1.0740740740740742,0.2345679012345679,0.7037037037037037,0.4444444444444444,1.5308641975308641,0.024691358024691357,0.12345679012345678,2.814814814814815,3.567901234567901,0.7530864197530864,0.8271604938271605,4140621.0325490087,-859378.9674509913
207,5000000,87-11-12,Edmonton,AB,CAN,CAN,72,191,2006.0,1.0,12.0,R,Little,Bryan,C/RW,WPG,59,21,26,16,10,47,-7,4.0,18,1455,62152,1019.5,17.55,17.46,30.2,73.4,10.9,0.884,993.0,3.77,3.41,52.5,6,0.35,188.0,189,157.0,118.0,119,119,13.7,53.0,11.0,9.0,20.0,24.9,22.5,166.3,35,35.0,35.0,0.0,39,19,31,23,19.0,31.0,23.0,2.5,610,487,596.0,484.0,55.6,94.6,178,170,203,146,229,171,229,175,176,139,380,310,1,4,3,1,0,0,5,1,1,3,3,0,8,1,1,3,34,17,11,13,20,11,0,47,9,8,9.0,7.0,-1,0.5,9,0,0,0,0,1024.0,904.0,803.0,684.0,589.0,502.0,56.0,44.8,178.0,147.0,64.0,58.0,39.0,32.0,56.0,53.0,95,85,630.0,512.0,284.0,225.0,150.0,128.0,54.0,54.0,4.6,0.6,5.3,2356.87,76,7.3,113.5,44.9,0.77,0.3559322033898305,0.4406779661016949,1987,35,6388013.0304000005,-11.0,0.3050847457627119,2.6610169491525424,2.0,0.23220338983050845,0.8983050847457628,2.8186440677966105,0.5932203389830508,0.5932203389830508,0.6610169491525424,0.3220338983050847,0.5254237288135594,0.3898305084745763,0.11864406779661017,0.15254237288135594,3.016949152542373,2.4915254237288136,1.0847457627118644,0.9830508474576272,4067896.6894609183,-932103.3105390817
208,11000000,89-05-13,Toronto,ON,CAN,CAN,72,210,2007.0,2.0,43.0,R,Subban,P.K.,D,NSH,66,10,30,13,17,40,-8,10.4,44,1860,96640,1603.1,24.4,24.36,40.7,52.6,8.9,0.896,986.0,2.84,2.81,50.3,1,0.04,295.0,295,197.0,143.0,142,142,6.6,9.0,3.0,4.0,7.0,58.3,49.4,219.4,78,78.0,71.0,7.0,54,58,30,104,58.0,30.0,104.0,7.8,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,3,1,1,3,49,4,3,83,11,0,0,41,18,20,18.0,15.0,2,5.4,16,2,0,0,0,1602.0,1340.0,1213.0,1032.0,852.0,724.0,75.0,64.9,235.0,211.0,76.0,75.0,58.0,44.0,75.0,60.0,133,104,855.0,795.0,446.0,486.0,218.0,179.0,90.0,99.0,3.6,2.4,6.1,2338.29,228,6.8,110.1,52.8,0.8,0.15151515151515152,0.45454545454545453,1989,33,7023469.824,-18.4,0.6666666666666666,2.984848484848485,2.1666666666666665,0.09999999999999999,0.13636363636363635,3.324242424242424,1.1818181818181819,1.0757575757575757,0.8181818181818182,0.8787878787878788,0.45454545454545453,1.5757575757575757,0.22727272727272727,0.2727272727272727,3.5606060606060606,3.196969696969697,1.1515151515151516,1.1363636363636365,5338634.020869626,-5661365.979130374
209,600000,93-04-27,Brampton,ON,CAN,CAN,77,212,2011.0,7.0,191.0,L,Graovac,Tyler,C,MIN,52,7,2,1,1,9,7,-4.3,10,739,30703,511.5,9.83,9.84,19.3,50.0,9.4,0.962,1055.0,2.11,1.29,62.1,7,0.82,84.0,84,71.0,48.0,48,48,5.8,26.0,2.0,2.0,4.0,24.7,23.0,19.7,52,52.0,42.0,10.0,23,4,16,15,4.0,16.0,15.0,2.8,163,180,163.0,180.0,47.5,80.1,30,36,69,70,64,74,49,57,63,70,99,115,0,1,2,0,0,0,1,0,0,1,1,0,4,0,1,0,22,10,1,2,6,2,0,27,5,3,5.0,3.0,-2,0.0,5,0,0,0,0,356.0,541.0,274.0,403.0,192.0,287.0,17.1,19.1,61.0,48.0,18.0,11.0,9.0,10.0,13.0,20.0,22,30,210.0,218.0,213.0,205.0,54.0,48.0,32.0,27.0,0.3,0.7,1.1,2135.7,77,13.6,105.2,2.0,0.04,0.1346153846153846,0.038461538461538464,1993,29,8109325.7168000005,11.3,0.19230769230769232,1.3653846153846154,0.9230769230769231,0.11153846153846153,0.5,0.37884615384615383,1.0,0.8076923076923077,0.4423076923076923,0.07692307692307693,0.3076923076923077,0.28846153846153844,0.057692307692307696,0.09615384615384616,1.1730769230769231,0.9230769230769231,0.34615384615384615,0.21153846153846154,764463.7126951261,164463.71269512607
